frame.number,frame.time_epoch,eth.src,eth.dst,ip.src,ip.dst,ip.ttl,_ws.col.protocol,tcp.srcport,tcp.dstport,tcp.flags.str,udp.srcport,udp.dstport,icmp.type,icmp.code,frame.len
"455","1759281098.539604985","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64032","1580","··········S·",,,,,"78"
"456","1759281098.539605068","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64031","3005","··········S·",,,,,"78"
"457","1759281098.539605193","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64030","6510","··········S·",,,,,"78"
"458","1759281098.539605276","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64029","44176","··········S·",,,,,"78"
"459","1759281098.539605360","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64028","1083","··········S·",,,,,"78"
"460","1759281098.539605443","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64027","1145","··········S·",,,,,"78"
"461","1759281098.539605526","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64026","32785","··········S·",,,,,"78"
"462","1759281098.539707818","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1065","64033","·······A·R··",,,,,"54"
"463","1759281098.539749817","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1580","64032","·······A·R··",,,,,"54"
"464","1759281098.539757359","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3005","64031","·······A·R··",,,,,"54"
"465","1759281098.539763901","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","6510","64030","·······A·R··",,,,,"54"
"466","1759281098.539768817","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","44176","64029","·······A·R··",,,,,"54"
"467","1759281098.539772942","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1083","64028","·······A·R··",,,,,"54"
"468","1759281098.539776817","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1145","64027","·······A·R··",,,,,"54"
"469","1759281098.539780984","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","32785","64026","·······A·R··",,,,,"54"
"470","1759281098.539791026","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64025","20031","··········S·",,,,,"78"
"471","1759281098.539791234","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64024","32770","··········S·",,,,,"78"
"472","1759281098.539791317","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64023","1718","··········S·",,,,,"78"
"473","1759281098.539791401","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64022","2065","··········S·",,,,,"78"
"474","1759281098.539798609","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","20031","64025","·······A·R··",,,,,"54"
"475","1759281098.539804692","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","32770","64024","·······A·R··",,,,,"54"
"476","1759281098.539809276","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1718","64023","·······A·R··",,,,,"54"
"477","1759281098.539813317","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2065","64022","·······A·R··",,,,,"54"
"478","1759281098.540907813","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64050","3301","··········S·",,,,,"78"
"479","1759281098.540908063","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64049","12345","··········S·",,,,,"78"
"480","1759281098.540908188","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64048","1186","··········S·",,,,,"78"
"481","1759281098.540908272","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64047","6839","··········S·",,,,,"78"
"482","1759281098.540908355","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64046","9485","··········S·",,,,,"78"
"483","1759281098.540908397","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64045","10010","··········S·",,,,,"78"
"484","1759281098.540908522","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64044","1073","··········S·",,,,,"78"
"485","1759281098.540908605","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64043","631","··········S·",,,,,"78"
"486","1759281098.540953271","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3301","64050","·······A·R··",,,,,"54"
"487","1759281098.540983938","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","12345","64049","·······A·R··",,,,,"54"
"488","1759281098.540988980","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1186","64048","·······A·R··",,,,,"54"
"489","1759281098.540994230","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","6839","64047","·······A·R··",,,,,"54"
"490","1759281098.540998688","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","9485","64046","·······A·R··",,,,,"54"
"491","1759281098.541002938","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","10010","64045","·······A·R··",,,,,"54"
"492","1759281098.541007063","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1073","64044","·······A·R··",,,,,"54"
"493","1759281098.541010896","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","631","64043","·······A·R··",,,,,"54"
"494","1759281098.541023438","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64042","1099","··········S·",,,,,"78"
"495","1759281098.541023605","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64041","1081","··········S·",,,,,"78"
"496","1759281098.541023688","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64040","1043","··········S·",,,,,"78"
"497","1759281098.541023771","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64039","1217","··········S·",,,,,"78"
"498","1759281098.541023855","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64038","7201","··········S·",,,,,"78"
"499","1759281098.541023938","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64037","2047","··········S·",,,,,"78"
"500","1759281098.541024021","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64036","5200","··········S·",,,,,"78"
"501","1759281098.541024105","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64035","2222","··········S·",,,,,"78"
"502","1759281098.541034021","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1099","64042","·······A·R··",,,,,"54"
"503","1759281098.541038729","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1081","64041","·······A·R··",,,,,"54"
"504","1759281098.541042979","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1043","64040","·······A·R··",,,,,"54"
"505","1759281098.541047021","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1217","64039","·······A·R··",,,,,"54"
"506","1759281098.541050896","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","7201","64038","·······A·R··",,,,,"54"
"507","1759281098.541054771","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2047","64037","·······A·R··",,,,,"54"
"508","1759281098.541060354","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5200","64036","·······A·R··",,,,,"54"
"509","1759281098.541065063","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2222","64035","·······A·R··",,,,,"54"
"510","1759281098.541079313","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64034","57294","··········S·",,,,,"78"
"511","1759281098.541079438","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64051","1152","····CE····S·",,,,,"78"
"512","1759281098.541079521","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64052","1198","····CE····S·",,,,,"78"
"513","1759281098.541079604","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64053","5985","····CE····S·",,,,,"78"
"514","1759281098.541079688","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64054","3517","····CE····S·",,,,,"78"
"515","1759281098.541079771","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64055","1183","····CE····S·",,,,,"78"
"516","1759281098.541079854","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64056","15003","····CE····S·",,,,,"78"
"517","1759281098.541079938","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64057","7938","····CE····S·",,,,,"78"
"518","1759281098.541088854","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","57294","64034","·······A·R··",,,,,"54"
"519","1759281098.541093896","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1152","64051","·······A·R··",,,,,"54"
"520","1759281098.541098146","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1198","64052","·······A·R··",,,,,"54"
"521","1759281098.541102063","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5985","64053","·······A·R··",,,,,"54"
"522","1759281098.541106146","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3517","64054","·······A·R··",,,,,"54"
"523","1759281098.541110271","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1183","64055","·······A·R··",,,,,"54"
"524","1759281098.541114563","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","15003","64056","·······A·R··",,,,,"54"
"525","1759281098.541119521","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","7938","64057","·······A·R··",,,,,"54"
"526","1759281098.541568144","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64058","10778","····CE····S·",,,,,"78"
"527","1759281098.541568353","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64059","524","····CE····S·",,,,,"78"
"528","1759281098.541568436","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64060","912","····CE····S·",,,,,"78"
"529","1759281098.541590394","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","10778","64058","·······A·R··",,,,,"54"
"530","1759281098.541614394","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","524","64059","·······A·R··",,,,,"54"
"531","1759281098.541619811","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","912","64060","·······A·R··",,,,,"54"
"532","1759281098.542227267","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64061","5730","····CE····S·",,,,,"78"
"533","1759281098.542227517","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64062","6666","····CE····S·",,,,,"78"
"534","1759281098.542227600","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64063","2638","····CE····S·",,,,,"78"
"535","1759281098.542227684","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64064","57294","····CE····S·",,,,,"78"
"536","1759281098.542247642","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5730","64061","·······A·R··",,,,,"54"
"537","1759281098.542267850","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","6666","64062","·······A·R··",,,,,"54"
"538","1759281098.542272850","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2638","64063","·······A·R··",,,,,"54"
"539","1759281098.542276642","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","57294","64064","·······A·R··",,,,,"54"
"540","1759281098.542597765","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64065","2222","····CE····S·",,,,,"78"
"541","1759281098.542597849","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64066","5120","····CE····S·",,,,,"78"
"542","1759281098.542597890","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64067","52869","····CE····S·",,,,,"78"
"543","1759281098.542609432","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2222","64065","·······A·R··",,,,,"54"
"544","1759281098.542671182","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5120","64066","·······A·R··",,,,,"54"
"545","1759281098.542675307","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","52869","64067","·······A·R··",,,,,"54"
"546","1759281098.542678474","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64068","2068","····CE····S·",,,,,"78"
"547","1759281098.542681890","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2068","64068","·······A·R··",,,,,"54"
"548","1759281098.542684432","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64069","5100","····CE····S·",,,,,"78"
"549","1759281098.542740932","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5100","64069","·······A·R··",,,,,"54"
"550","1759281098.542745515","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64070","5922","····CE····S·",,,,,"78"
"551","1759281098.542748640","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5922","64070","·······A·R··",,,,,"54"
"552","1759281098.542914056","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64071","1244","····CE····S·",,,,,"78"
"553","1759281098.542914181","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64072","1091","····CE····S·",,,,,"78"
"554","1759281098.542914223","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64073","808","····CE····S·",,,,,"78"
"555","1759281098.542922139","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1244","64071","·······A·R··",,,,,"54"
"556","1759281098.542983931","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1091","64072","·······A·R··",,,,,"54"
"557","1759281098.542987889","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","808","64073","·······A·R··",,,,,"54"
"558","1759281098.542990806","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64074","458","····CE····S·",,,,,"78"
"559","1759281098.542993847","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","458","64074","·······A·R··",,,,,"54"
"560","1759281098.543393596","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64075","705","····CE····S·",,,,,"78"
"561","1759281098.543393679","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64076","2006","····CE····S·",,,,,"78"
"562","1759281098.543393721","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64077","2179","····CE····S·",,,,,"78"
"563","1759281098.543393763","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64078","1271","····CE····S·",,,,,"78"
"564","1759281098.543393804","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64079","1148","····CE····S·",,,,,"78"
"565","1759281098.543393846","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64080","3370","····CE····S·",,,,,"78"
"566","1759281098.543405346","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","705","64075","·······A·R··",,,,,"54"
"567","1759281098.543417596","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2006","64076","·······A·R··",,,,,"54"
"568","1759281098.543420346","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2179","64077","·······A·R··",,,,,"54"
"569","1759281098.543422679","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1271","64078","·······A·R··",,,,,"54"
"570","1759281098.543424721","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1148","64079","·······A·R··",,,,,"54"
"571","1759281098.543427012","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3370","64080","·······A·R··",,,,,"54"
"572","1759281098.702552145","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64",,,,"ARP",,,,,,,,"42"
"573","1759281098.703229142","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4",,,,"ARP",,,,,,,,"42"
"574","1759281099.541187989","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64056","15003","··········S·",,,,,"78"
"575","1759281099.541188572","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64055","1183","··········S·",,,,,"78"
"576","1759281099.541188655","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64054","3517","··········S·",,,,,"78"
"577","1759281099.541188739","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64053","5985","··········S·",,,,,"78"
"578","1759281099.541188822","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64052","1198","··········S·",,,,,"78"
"579","1759281099.541188905","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64051","1152","··········S·",,,,,"78"
"580","1759281099.541242322","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","15003","64056","·······A·R··",,,,,"54"
"581","1759281099.541273988","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1183","64055","·······A·R··",,,,,"54"
"582","1759281099.541279072","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3517","64054","·······A·R··",,,,,"54"
"583","1759281099.541282988","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5985","64053","·······A·R··",,,,,"54"
"584","1759281099.541286863","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1198","64052","·······A·R··",,,,,"54"
"585","1759281099.541291655","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1152","64051","·······A·R··",,,,,"54"
"586","1759281099.542658817","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64081","6000","····CE····S·",,,,,"78"
"587","1759281099.542659150","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64074","458","··········S·",,,,,"78"
"588","1759281099.542659275","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64082","2393","····CE····S·",,,,,"78"
"589","1759281099.542659358","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64073","808","··········S·",,,,,"78"
"590","1759281099.542659442","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64072","1091","··········S·",,,,,"78"
"591","1759281099.542659525","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64083","1104","····CE····S·",,,,,"78"
"592","1759281099.542659608","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64071","1244","··········S·",,,,,"78"
"593","1759281099.542659692","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64070","5922","··········S·",,,,,"78"
"594","1759281099.542696233","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","6000","64081","·······A·R··",,,,,"54"
"595","1759281099.542715025","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","458","64074","·······A·R··",,,,,"54"
"596","1759281099.542717941","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2393","64082","·······A·R··",,,,,"54"
"597","1759281099.542720150","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","808","64073","·······A·R··",,,,,"54"
"598","1759281099.542722275","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1091","64072","·······A·R··",,,,,"54"
"599","1759281099.542724316","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1104","64083","·······A·R··",,,,,"54"
"600","1759281099.542726441","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1244","64071","·······A·R··",,,,,"54"
"601","1759281099.542728691","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5922","64070","·······A·R··",,,,,"54"
"602","1759281099.542739566","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64069","5100","··········S·",,,,,"78"
"603","1759281099.542739650","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64068","2068","··········S·",,,,,"78"
"604","1759281099.542739691","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64067","52869","··········S·",,,,,"78"
"605","1759281099.542739733","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64066","5120","··········S·",,,,,"78"
"606","1759281099.542739775","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64065","2222","··········S·",,,,,"78"
"607","1759281099.542739816","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64064","57294","··········S·",,,,,"78"
"608","1759281099.542739858","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64063","2638","··········S·",,,,,"78"
"609","1759281099.542739900","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","64062","6666","··········S·",,,,,"78"
"610","1759281099.542745066","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5100","64069","·······A·R··",,,,,"54"
"611","1759281099.542748233","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2068","64068","·······A·R··",,,,,"54"
